	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
31063	GUT_GENOME037223	ERR1190924_bin.7	EBI	MAG	1387413	312	4590	36.84	72.68	0.96	0.9	0.0	0.0	0.0	2	ERZ872572	GUT_GENOME037223	MGYG-HGUT-00844	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus apis	ERS1015999	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00844/genomes1/GUT_GENOME037223.gff.gz
31089	GUT_GENOME037249	ERR1190925_bin.70	EBI	MAG	2267424	50	87038	59.73	100.0	1.61	0.04	94.12	0.0	99.45	19	ERZ872577	GUT_GENOME037249	MGYG-HGUT-00845	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1016000	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00845/genomes1/GUT_GENOME037249.gff.gz
31150	GUT_GENOME037311	ERR1190927_bin.13	EBI	MAG	2190850	40	77604	60.0	99.19	0.81	0.09	94.12	0.0	0.0	20	ERZ872671	GUT_GENOME037311	MGYG-HGUT-00846	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1016002	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00846/genomes1/GUT_GENOME037311.gff.gz
31264	GUT_GENOME037425	ERR1190931_bin.27	EBI	MAG	2084328	79	39730	50.3	100.0	0.0	0.01	94.96	0.0	11.04	18	ERZ872792	GUT_GENOME037425	MGYG-HGUT-00847	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__	ERS1016006	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00847/genomes1/GUT_GENOME037425.gff.gz
31336	GUT_GENOME037499	ERR1190934_bin.11	EBI	MAG	1121247	228	5378	65.43	60.86	0.0	1.53	0.0	0.0	0.0	14	ERZ872894	GUT_GENOME037499	MGYG-HGUT-00848	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1016009	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00848/genomes1/GUT_GENOME037499.gff.gz
31346	GUT_GENOME037509	ERR1190934_bin.37	EBI	MAG	1549804	67	28746	51.01	62.88	1.02	0.03	94.12	0.0	10.77	12	ERZ872884	GUT_GENOME037509	MGYG-HGUT-00849	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS1016009	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00849/genomes1/GUT_GENOME037509.gff.gz
31355	GUT_GENOME037519	ERR1190934_bin.74	EBI	MAG	1767218	21	190474	45.74	98.02	1.25	0.02	0.0	0.0	0.0	19	ERZ872888	GUT_GENOME037519	MGYG-HGUT-00850	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__	ERS1016009	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00850/genomes1/GUT_GENOME037519.gff.gz
31391	GUT_GENOME037555	ERR1190935_bin.75	EBI	MAG	2227060	311	8663	55.27	88.21	2.89	1.91	0.0	0.0	0.0	9	ERZ872916	GUT_GENOME037555	MGYG-HGUT-00851	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	ERS1016010	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00851/genomes1/GUT_GENOME037555.gff.gz
31609	GUT_GENOME037775	ERR1190945_bin.62	EBI	MAG	2918004	62	87391	47.87	94.81	0.94	0.02	94.96	0.0	29.71	19	ERZ873149	GUT_GENOME037775	MGYG-HGUT-00852	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS1016020	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00852/genomes1/GUT_GENOME037775.gff.gz
31638	GUT_GENOME037804	ERR1190946_bin.119	EBI	MAG	3157276	207	20506	51.6	90.78	1.6	0.56	94.96	0.0	10.77	12	ERZ873202	GUT_GENOME037804	MGYG-HGUT-00853	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS1016021	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00853/genomes1/GUT_GENOME037804.gff.gz
31640	GUT_GENOME037806	ERR1190946_bin.14	EBI	MAG	2733305	52	70074	49.28	88.4	0.74	0.04	0.0	0.0	0.0	14	ERZ873209	GUT_GENOME037806	MGYG-HGUT-00854	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	ERS1016021	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00854/genomes1/GUT_GENOME037806.gff.gz
31719	GUT_GENOME037885	ERR1190950_bin.1	EBI	MAG	2256268	40	71799	59.93	100.0	0.81	0.01	94.12	0.0	99.45	19	ERZ873292	GUT_GENOME037885	MGYG-HGUT-00855	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1016025	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00855/genomes1/GUT_GENOME037885.gff.gz
31810	GUT_GENOME037977	ERR1190954_bin.62	EBI	MAG	2096757	85	35055	60.05	99.19	1.28	0.22	94.12	0.0	82.15	17	ERZ873382	GUT_GENOME037977	MGYG-HGUT-00856	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1016029	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00856/genomes1/GUT_GENOME037977.gff.gz
31880	GUT_GENOME038048	ERR1190956_bin.7	EBI	MAG	1764654	51	74900	26.96	75.21	0.45	0.04	0.0	0.0	0.0	16	ERZ873448	GUT_GENOME038048	MGYG-HGUT-00857	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	ERS1016031	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00857/genomes1/GUT_GENOME038048.gff.gz
32013	GUT_GENOME038182	ERR1190963_bin.31	EBI	MAG	2197901	38	87895	59.67	98.66	0.81	0.04	94.12	0.0	99.45	19	ERZ873616	GUT_GENOME038182	MGYG-HGUT-00858	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1016038	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00858/genomes1/GUT_GENOME038182.gff.gz
32033	GUT_GENOME038202	ERR1190965_bin.23	EBI	MAG	2911374	76	54093	43.99	91.91	0.63	0.18	0.0	0.0	5.3	12	ERZ873635	GUT_GENOME038202	MGYG-HGUT-00859	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__	ERS1016040	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00859/genomes1/GUT_GENOME038202.gff.gz
32120	GUT_GENOME038289	ERR1190972_bin.27	EBI	MAG	1828071	235	10314	39.43	93.87	1.21	0.6	94.96	0.0	11.04	14	ERZ873724	GUT_GENOME038289	MGYG-HGUT-00860	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	ERS1016047	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00860/genomes1/GUT_GENOME038289.gff.gz
32161	GUT_GENOME038331	ERR1190974_bin.22	EBI	MAG	2145101	98	34800	63.35	87.83	0.81	0.13	95.8	99.67	99.42	20	ERZ873777	GUT_GENOME038331	MGYG-HGUT-00861	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__	ERS1016049	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00861/genomes1/GUT_GENOME038331.gff.gz
32186	GUT_GENOME038356	ERR1190974_bin.78	EBI	MAG	2326547	37	102401	59.9	100.0	1.61	0.12	94.12	0.0	99.45	19	ERZ873783	GUT_GENOME038356	MGYG-HGUT-00862	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1016049	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00862/genomes1/GUT_GENOME038356.gff.gz
32332	GUT_GENOME039172	ERR1293605_bin.10	EBI	MAG	2015892	29	106139	45.86	95.27	1.69	0.0	0.0	0.0	0.0	20	ERZ927501	GUT_GENOME039172	MGYG-HGUT-00863	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__;s__	ERS1066661	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00863/genomes1/GUT_GENOME039172.gff.gz
32389	GUT_GENOME039567	ERR1293651_bin.10	EBI	MAG	2413963	31	117910	44.87	99.33	0.17	0.01	0.0	61.71	9.33	18	ERZ927942	GUT_GENOME039567	MGYG-HGUT-00864	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__	ERS1066672	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00864/genomes1/GUT_GENOME039567.gff.gz
32402	GUT_GENOME039656	ERR1293658_bin.10	EBI	MAG	1614838	315	5991	60.56	75.61	1.69	0.8	0.0	0.0	0.0	15	ERZ928031	GUT_GENOME039656	MGYG-HGUT-00865	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1066674	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00865/genomes1/GUT_GENOME039656.gff.gz
32421	GUT_GENOME039867	ERR1293686_bin.4	EBI	MAG	1503128	74	27060	62.66	56.69	0.0	0.01	0.0	0.0	0.0	15	ERZ928297	GUT_GENOME039867	MGYG-HGUT-00866	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	ERS1066681	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00866/genomes1/GUT_GENOME039867.gff.gz
32439	GUT_GENOME040022	ERR1293707_bin.3	EBI	MAG	1874565	42	71851	49.07	93.62	0.0	0.12	0.0	20.68	0.0	15	ERZ928482	GUT_GENOME040022	MGYG-HGUT-00867	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1409;s__UBA1409 sp002338885	ERS1066686	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00867/genomes1/GUT_GENOME040022.gff.gz
32472	GUT_GENOME040261	ERR1293740_bin.13	EBI	MAG	1947873	209	13723	60.03	96.17	0.88	0.16	94.12	99.61	99.45	19	ERZ928870	GUT_GENOME040261	MGYG-HGUT-00868	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1066694	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00868/genomes1/GUT_GENOME040261.gff.gz
32481	GUT_GENOME040321	ERR1293745_bin.10	EBI	MAG	768550	77	12174	38.33	84.49	1.12	0.0	0.0	31.25	0.0	16	ERZ928940	GUT_GENOME040321	MGYG-HGUT-00869	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA1242;g__UBA11517;s__UBA11517 sp003522085	ERS1066695	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00869/genomes1/GUT_GENOME040321.gff.gz
32494	GUT_GENOME040420	ERR1293753_bin.19	EBI	MAG	3134704	31	162350	55.9	97.96	0.0	0.01	0.0	0.0	0.0	20	ERZ929041	GUT_GENOME040420	MGYG-HGUT-00870	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	ERS1066697	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00870/genomes1/GUT_GENOME040420.gff.gz
32566	GUT_GENOME040960	ERR1293812_bin.3	EBI	MAG	2411278	197	16805	51.51	88.53	1.22	0.49	0.0	0.0	11.18	14	ERZ929659	GUT_GENOME040960	MGYG-HGUT-00871	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__	ERS1066712	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00871/genomes1/GUT_GENOME040960.gff.gz
32610	GUT_GENOME041343	ERR1293861_bin.21	EBI	MAG	2772884	56	80289	53.18	98.75	0.38	0.02	0.0	59.75	0.0	18	ERZ930197	GUT_GENOME041343	MGYG-HGUT-00872	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	ERS1066724	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00872/genomes1/GUT_GENOME041343.gff.gz
32661	GUT_GENOME041780	ERR1293914_bin.3	EBI	MAG	2049752	83	33763	52.75	99.92	0.47	0.01	92.44	63.34	99.52	20	ERZ930684	GUT_GENOME041780	MGYG-HGUT-00873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	ERS1066738	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00873/genomes1/GUT_GENOME041780.gff.gz
32667	GUT_GENOME041818	ERR1293919_bin.19	EBI	MAG	1307174	20	104522	46.16	74.91	0.0	0.01	0.0	0.0	0.0	16	ERZ930733	GUT_GENOME041818	MGYG-HGUT-00874	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-267;s__	ERS1066739	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00874/genomes1/GUT_GENOME041818.gff.gz
32672	GUT_GENOME041878	ERR1293928_bin.16	EBI	MAG	1875451	103	31092	57.68	96.61	0.81	0.04	86.55	0.0	10.84	19	ERZ930800	GUT_GENOME041878	MGYG-HGUT-00875	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	ERS1066741	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00875/genomes1/GUT_GENOME041878.gff.gz
32691	GUT_GENOME042029	ERR1297644_bin.3	EBI	MAG	1718013	475	3736	58.93	69.1	3.71	0.99	0.0	0.0	0.0	11	ERZ873902	GUT_GENOME042029	MGYG-HGUT-00876	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ERS1069638	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00876/genomes1/GUT_GENOME042029.gff.gz
32750	GUT_GENOME042389	ERR1297697_bin.13	EBI	MAG	2052192	38	108457	60.28	93.96	0.73	0.09	89.92	22.96	0.0	17	ERZ874298	GUT_GENOME042389	MGYG-HGUT-00877	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	ERS1069649	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00877/genomes1/GUT_GENOME042389.gff.gz
32767	GUT_GENOME042491	ERR1297707_bin.34	EBI	MAG	2047179	136	27741	60.5	97.58	0.81	0.25	0.0	34.96	0.0	19	ERZ874399	GUT_GENOME042491	MGYG-HGUT-00878	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1069664	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00878/genomes1/GUT_GENOME042491.gff.gz
32783	GUT_GENOME042573	ERR1297720_bin.9	EBI	MAG	2269825	91	41673	59.96	99.19	0.81	0.09	0.0	35.03	0.0	19	ERZ874491	GUT_GENOME042573	MGYG-HGUT-00879	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1069670	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00879/genomes1/GUT_GENOME042573.gff.gz
32858	GUT_GENOME042972	ERR1297772_bin.30	EBI	MAG	1799935	325	6669	60.18	82.26	4.03	0.58	0.0	0.0	0.0	18	ERZ874923	GUT_GENOME042972	MGYG-HGUT-00880	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1069652	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00880/genomes1/GUT_GENOME042972.gff.gz
32890	GUT_GENOME043156	ERR1297803_bin.12	EBI	MAG	2142946	188	19053	59.83	96.1	1.04	0.36	94.12	0.0	10.63	20	ERZ875129	GUT_GENOME043156	MGYG-HGUT-00881	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1069683	ERP013827	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00881/genomes1/GUT_GENOME043156.gff.gz
33058	GUT_GENOME043611	ERR1305880_bin.2	EBI	MAG	1578137	286	6440	60.66	76.16	2.15	1.16	0.0	0.0	0.0	16	ERZ833027	GUT_GENOME043611	MGYG-HGUT-00882	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1076031	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00882/genomes1/GUT_GENOME043611.gff.gz
33337	GUT_GENOME043892	ERR1305890_bin.5	EBI	MAG	1720775	128	19644	59.9	77.3	3.36	0.44	0.0	0.0	0.0	7	ERZ833348	GUT_GENOME043892	MGYG-HGUT-00883	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	ERS1076053	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00883/genomes1/GUT_GENOME043892.gff.gz
33387	GUT_GENOME043942	ERR1305892_bin.4	EBI	MAG	2163347	39	109425	61.46	92.95	0.0	0.01	0.0	0.0	33.54	20	ERZ833433	GUT_GENOME043942	MGYG-HGUT-00884	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855	ERS1076056	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00884/genomes1/GUT_GENOME043942.gff.gz
33398	GUT_GENOME043953	ERR1305892_bin.69	EBI	MAG	2151266	78	40181	59.88	99.19	0.81	0.09	0.0	0.0	0.0	17	ERZ833439	GUT_GENOME043953	MGYG-HGUT-00885	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS1076056	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00885/genomes1/GUT_GENOME043953.gff.gz
33463	GUT_GENOME044018	ERR1305894_bin.87	EBI	MAG	2937871	24	168094	46.42	97.68	0.57	0.0	0.0	0.0	5.47	19	ERZ833503	GUT_GENOME044018	MGYG-HGUT-00886	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__	ERS1076043	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00886/genomes1/GUT_GENOME044018.gff.gz
33496	GUT_GENOME044051	ERR1305895_bin.68	EBI	MAG	1303871	41	53326	25.81	92.0	0.0	0.02	0.0	67.65	99.52	18	ERZ833542	GUT_GENOME044051	MGYG-HGUT-00887	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-914;s__CAG-914 sp000437895	ERS1076046	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00887/genomes1/GUT_GENOME044051.gff.gz
33579	GUT_GENOME044136	ERR1305897_bin.45	EBI	MAG	1735632	65	43080	60.2	87.9	2.85	0.5	0.0	0.0	0.0	14	ERZ833652	GUT_GENOME044136	MGYG-HGUT-00888	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	ERS1076042	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00888/genomes1/GUT_GENOME044136.gff.gz
33581	GUT_GENOME044138	ERR1305897_bin.4	EBI	MAG	2172459	78	37987	47.74	96.23	0.19	0.06	0.0	0.0	0.0	17	ERZ833687	GUT_GENOME044138	MGYG-HGUT-00889	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__	ERS1076042	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00889/genomes1/GUT_GENOME044138.gff.gz
33585	GUT_GENOME044142	ERR1305897_bin.5	EBI	MAG	1864024	251	9307	38.42	79.82	3.51	0.19	86.55	0.0	0.0	15	ERZ833689	GUT_GENOME044142	MGYG-HGUT-00890	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	ERS1076042	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00890/genomes1/GUT_GENOME044142.gff.gz
